"","Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","PlayerURL"
"682",NA,"2023 Coritiba","","Jean Pedroso","BRA","DF","19",6.5,332,33,146,183,5,1,332,4,4,100,0,0,203,1043,641,4,2,0,1,1,212,0,"https://fbref.com/en/players/d0c5e580/Jean-Pedroso"
"683",NA,"2023 Coritiba","","Diogo Batista","BRA","DF,MF","19",5.9,354,23,123,169,66,6,354,10,3,30,5,50,181,813,497,8,7,2,10,5,197,13,"https://fbref.com/en/players/9bd61510/Diogo-Batista"
"684",NA,"2023 Coritiba","","Rodrigo Pinho","BRA","FW","31",4.3,118,6,15,63,42,11,118,8,2,25,3,37.5,59,271,122,4,5,1,7,5,78,11,"https://fbref.com/en/players/5db20508/Rodrigo-Pinho"
"685",NA,"2023 Coritiba","","Maurício Garcez","BRA","MF,FW","25",6.6,216,13,29,88,103,23,216,17,9,52.9,8,47.1,114,649,366,11,5,3,16,9,143,34,"https://fbref.com/en/players/1c060dbf/Mauricio-Garcez"
"686",NA,"2023 Coritiba","","Fransérgio","BRA","MF","32",5.9,356,24,84,241,34,6,356,7,6,85.7,1,14.3,210,1121,584,12,5,1,3,2,229,9,"https://fbref.com/en/players/deba6b05/Fransergio"
"687",NA,"2023 Coritiba","","Luan Polli","BRA","GK","29",4.3,122,104,122,0,0,0,122,0,0,NA,0,NA,61,328,245,0,0,0,2,0,39,0,"https://fbref.com/en/players/96aa89c4/Luan-Polli"
"688",NA,"2023 Coritiba","","Andreas Samaris","GRE","MF","33",2,108,4,35,65,8,2,108,0,0,NA,0,NA,54,208,77,1,0,0,3,1,68,0,"https://fbref.com/en/players/5af687a1/Andreas-Samaris"
"689",NA,"2023 Coritiba","","Gabriel Boschilia","BRA","MF,FW","26",3.8,245,4,33,137,79,6,245,17,11,64.7,4,23.5,158,867,343,10,8,2,11,6,167,20,"https://fbref.com/en/players/e90af77c/Gabriel-Boschilia"
"690",NA,"2023 Coritiba","","Hayner","BRA","DF,MF","27",3.4,190,10,54,79,60,2,190,19,11,57.9,5,26.3,105,930,516,14,14,0,8,2,104,15,"https://fbref.com/en/players/246c7429/Hayner"
"691",NA,"2023 Coritiba","","Jhon Chancellor","VEN","DF","31",3.4,139,35,90,48,1,1,139,0,0,NA,0,NA,65,262,119,0,0,0,0,0,83,0,"https://fbref.com/en/players/84b6acaa/Jhon-Chancellor"
"692",NA,"2023 Coritiba","","Pedro Luccas","BRA","GK","19",3,114,107,114,0,0,0,114,0,0,NA,0,NA,44,214,140,0,0,0,0,0,44,0,"https://fbref.com/en/players/e5c4ba1f/Pedro-Luccas"
"693",NA,"2023 Coritiba","","Edu","BRA","FW,MF","29",3.6,119,2,5,59,58,16,119,7,4,57.1,3,42.9,74,314,121,5,7,2,8,8,87,17,"https://fbref.com/en/players/03cf6b3b/Edu"
"694",NA,"2023 Coritiba","","Júnior Urso","BRA","MF","33",3.3,160,5,29,106,27,6,160,11,5,45.5,2,18.2,101,485,237,4,4,2,5,5,118,4,"https://fbref.com/en/players/b40424f1/Junior-Urso"
"695",NA,"2023 Coritiba","","Reynaldo Cesar Moraes","BRA","DF","26",2.7,117,25,66,48,4,1,117,0,0,NA,0,NA,50,191,64,0,0,0,1,0,57,0,"https://fbref.com/en/players/589d070c/Reynaldo-Cesar-Moraes"
"696",NA,"2023 Coritiba","","Maurício Antônio","BRA","DF","30",2,130,29,77,49,4,2,130,0,0,NA,0,NA,67,258,124,0,0,0,3,0,73,0,"https://fbref.com/en/players/0bd71531/Mauricio-Antonio"
"697",NA,"2023 Coritiba","","Marcos Vinicius","BRA","DF,MF","25",1.9,105,9,45,45,17,0,105,4,3,75,1,25,40,209,114,3,1,0,1,1,39,2,"https://fbref.com/en/players/72cacb0d/Marcos-Vinicius"
"698",NA,"2023 Coritiba","","William Pottker","BRA","FW,MF","29",1.3,62,1,19,25,19,3,62,7,2,28.6,4,57.1,40,323,129,4,1,0,6,5,43,8,"https://fbref.com/en/players/214a16c5/William-Pottker"
"699",NA,"2023 Coritiba","","Gabriel Silva","BRA","FW,MF","20",1,35,0,5,15,17,1,35,1,0,0,1,100,20,114,64,2,2,0,4,2,21,7,"https://fbref.com/en/players/5e38493a/Gabriel-Silva"
"700",NA,"2023 Coritiba","","Gustavo Vilar","BRA","DF","22",1,64,4,28,35,1,0,64,0,0,NA,0,NA,35,123,47,0,0,0,0,0,46,0,"https://fbref.com/en/players/afcfcc1e/Gustavo-Vilar"
"701",NA,"2023 Coritiba","","Lucas Barbosa","BRA","MF,FW","21",1.1,76,5,9,34,34,3,76,5,1,20,3,60,43,133,43,1,3,0,4,1,47,10,"https://fbref.com/en/players/a28eac7e/Lucas-Barbosa"
"702",NA,"2023 Coritiba","","Jesé","ESP","MF","29",1.1,50,0,2,17,32,6,50,6,1,16.7,5,83.3,32,118,41,2,2,1,5,0,36,9,"https://fbref.com/en/players/4a537185/Jese"
"703",NA,"2023 Coritiba","","Lucas Ronier","BRA","FW,MF","18",0.6,39,0,7,15,17,2,39,2,1,50,0,0,28,212,110,4,3,1,2,3,30,3,"https://fbref.com/en/players/d831b6f1/Lucas-Ronier"
"704",NA,"2023 Coritiba","","Wesley Pombo","BRA","MF","20",0.6,24,0,1,9,14,1,24,4,1,25,3,75,15,96,36,2,0,1,6,0,16,5,"https://fbref.com/en/players/51db89fc/Wesley-Pombo"
"705",NA,"2023 Coritiba","","Ruan Lucas","BRA","MF,FW","18",0.3,21,0,1,10,10,2,21,3,2,66.7,1,33.3,15,45,21,0,0,0,2,0,16,4,"https://fbref.com/en/players/df513353/Ruan-Lucas"
"706",NA,"2023 Coritiba","","Éberth Araújo Nogueira","BRA","FW","19",0.3,9,0,0,2,7,2,9,0,0,NA,0,NA,7,8,2,2,0,2,2,1,9,2,"https://fbref.com/en/players/6e60f591/Eberth-Araujo-Nogueira"
"707",NA,"2023 América (MG)","Série A","Juninho","BRA","MF","35",32.5,1274,57,274,589,434,94,1274,38,19,50,14,36.8,636,2777,1251,31,19,7,52,22,758,164,"https://fbref.com/en/players/7d10ca2e/Juninho"
"708",NA,"2023 América (MG)","Série A","Leandro Emmanuel Martínez","ARG","MF","28",28.2,1838,58,321,974,583,45,1838,105,49,46.7,47,44.8,1076,6873,2696,70,53,11,55,27,1164,104,"https://fbref.com/en/players/74758396/Leandro-Emmanuel-Martinez"
"709",NA,"2023 América (MG)","Série A","Felipe Azevedo","BRA","FW,MF","36",19.4,738,20,128,272,358,66,738,67,26,38.8,37,55.2,441,2637,1187,31,39,13,47,31,509,121,"https://fbref.com/en/players/4a22b15a/Felipe-Azevedo"
"710",NA,"2023 América (MG)","Série A","Iago Maidana","BRA","DF","26",24,1018,160,526,456,46,29,1018,4,3,75,1,25,483,3251,2198,17,6,0,9,3,504,7,"https://fbref.com/en/players/e65a5924/Iago-Maidana"
"711",NA,"2023 América (MG)","Série A","Danilo Avelar","BRA","DF","33",22,1128,102,432,530,174,56,1127,11,3,27.3,8,72.7,495,2414,1349,11,10,0,14,2,617,42,"https://fbref.com/en/players/eacb45fd/Danilo-Avelar"
"712",NA,"2023 América (MG)","Série A","Gonzalo Mastriani","URU","FW","29",19.9,486,15,41,220,232,79,484,19,7,36.8,10,52.6,235,860,355,9,15,4,43,14,328,89,"https://fbref.com/en/players/b4339e2b/Gonzalo-Mastriani"
"713",NA,"2023 América (MG)","Série A","Marlon","BRA","DF","28",18.6,1108,58,340,505,288,20,1108,43,22,51.2,13,30.2,577,4206,2451,63,38,3,25,11,576,80,"https://fbref.com/en/players/a87b508e/Marlon"
"714",NA,"2023 América (MG)","Série A","Ricardo Silva","BRA","DF","30",17.9,820,123,429,372,27,12,820,5,5,100,0,0,361,1581,892,10,4,1,6,2,404,1,"https://fbref.com/en/players/a5075276/Ricardo-Silva"
"715",NA,"2023 América (MG)","Série A","Eder","BRA","DF","27",17.4,893,163,488,386,27,10,893,2,1,50,1,50,478,2615,1652,9,5,0,5,1,492,4,"https://fbref.com/en/players/ba1a2c4c/Eder"
"716",NA,"2023 América (MG)","Série A","Lucas Kal","BRA","MF","26",13.7,711,39,176,440,99,9,711,4,2,50,2,50,422,2249,1243,21,11,0,8,3,453,13,"https://fbref.com/en/players/33ed689d/Lucas-Kal"
"717",NA,"2023 América (MG)","Série A","Matheus Cavichioli","BRA","GK","36",15,412,363,410,4,0,0,412,0,0,NA,0,NA,205,1658,1312,0,0,0,0,0,79,0,"https://fbref.com/en/players/8470f026/Matheus-Cavichioli"
"718",NA,"2023 América (MG)","Série A","Rodriguinho","BRA","DF,MF","19",13.9,802,26,172,363,275,26,802,38,14,36.8,19,50,458,2892,1405,50,42,11,23,13,488,96,"https://fbref.com/en/players/4565dde3/Rodriguinho"
"719",NA,"2023 América (MG)","Série A","Everaldo","BRA","FW,MF","28",13.7,572,8,73,212,300,33,572,55,16,29.1,25,45.5,385,3151,1612,54,35,10,31,13,406,101,"https://fbref.com/en/players/bdb57777/Everaldo"
"720",NA,"2023 América (MG)","Série A","Ale","BRA","MF","32",15.8,1075,43,256,653,182,30,1075,25,16,64,8,32,682,3840,1829,29,21,2,25,19,691,37,"https://fbref.com/en/players/b7d9347d/Ale"
"721",NA,"2023 América (MG)","Série A","Martín Benítez","ARG","MF,FW","28",12.4,696,2,64,378,268,23,696,70,35,50,28,40,427,2283,1175,26,17,5,14,26,492,56,"https://fbref.com/en/players/c122e34e/Martin-Benitez"
"722",NA,"2023 América (MG)","Série A","Breno Cascardo","BRA","MF","19",12.9,743,18,112,467,172,18,743,41,23,56.1,15,36.6,489,2810,1447,28,27,3,29,22,507,39,"https://fbref.com/en/players/6085a790/Breno-Cascardo"
"723",NA,"2023 América (MG)","Série A","Jori","BRA","GK","26",11,313,287,312,1,0,0,313,0,0,NA,0,NA,120,724,453,0,0,0,0,0,51,0,"https://fbref.com/en/players/9aecb45b/Jori"
"724",NA,"2023 América (MG)","Série A","Mateus Pasinato","BRA","GK","30",10,278,248,278,0,0,0,278,1,1,100,0,0,143,980,637,0,1,0,0,0,63,0,"https://fbref.com/en/players/f16f9b47/Mateus-Pasinato"
"725",NA,"2023 América (MG)","Série A","Marcinho","BRA","DF","26",8.9,565,42,164,251,156,4,565,10,8,80,1,10,296,1471,792,12,8,1,5,3,306,23,"https://fbref.com/en/players/6bc6e0e4/Marcinho"
"726",NA,"2023 América (MG)","Série A","Aloísio dos Santos Gonçalves","CHN","FW,MF","34",8,276,4,27,96,158,42,274,23,9,39.1,13,56.5,154,682,273,6,5,6,22,8,181,49,"https://fbref.com/en/players/9851b2e0/Aloisio-dos-Santos-Goncalves"
"727",NA,"2023 América (MG)","Série A","Daniel Borges","BRA","DF","29",8.9,584,33,169,258,161,5,584,14,7,50,7,50,323,1597,803,19,5,2,10,9,349,37,"https://fbref.com/en/players/71879f82/Daniel-Borges"
"728",NA,"2023 América (MG)","Série A","Nicolas","BRA","DF","25",8,398,38,149,145,109,8,398,13,6,46.2,7,53.8,187,1083,508,15,13,2,11,3,177,24,"https://fbref.com/en/players/0739a5da/Nicolas"
"729",NA,"2023 América (MG)","Série A","Mateus Henrique","BRA","DF","20",6,356,29,110,162,86,4,356,8,5,62.5,2,25,158,937,469,7,10,1,14,2,186,23,"https://fbref.com/en/players/cee3597c/Mateus-Henrique"
"730",NA,"2023 América (MG)","Série A","Júlio César","BRA","DF","19",6.6,398,68,217,164,18,8,398,4,3,75,1,25,223,1189,698,3,2,2,7,3,237,1,"https://fbref.com/en/players/f3585cf6/Julio-Cesar"
"731",NA,"2023 América (MG)","Série A","Wanderson","BRA","DF","31",5.6,217,42,127,84,7,2,217,0,0,NA,0,NA,95,513,294,2,0,0,0,0,105,0,"https://fbref.com/en/players/f612025c/Wanderson"
"732",NA,"2023 América (MG)","Série A","Rodrigo Varanda","BRA","FW,MF","20",5.7,277,5,41,132,114,25,277,29,14,48.3,11,37.9,170,1352,607,18,15,6,23,13,186,40,"https://fbref.com/en/players/541b77bc/Rodrigo-Varanda"
"733",NA,"2023 América (MG)","Série A","Renato Marques","BRA","FW,MF","19",5.7,173,7,21,73,83,14,173,10,4,40,6,60,109,609,295,11,9,6,11,7,122,21,"https://fbref.com/en/players/838d1215/Renato-Marques"
"734",NA,"2023 América (MG)","Série A","Pedrinho","BRA","FW,MF","23",4.6,192,2,23,77,100,23,192,31,14,45.2,14,45.2,141,1696,921,29,15,15,13,9,143,29,"https://fbref.com/en/players/035341ba/Pedrinho"
"735",NA,"2023 América (MG)","Série A","Esteban Burgos","ARG","DF","31",3.3,127,28,75,48,4,2,127,1,1,100,0,0,51,297,193,1,1,1,2,0,54,2,"https://fbref.com/en/players/40449bbd/Esteban-Burgos"
"736",NA,"2023 América (MG)","Série A","Óscar Méndez","URU","MF","28",2.9,108,13,37,65,8,0,108,2,2,100,0,0,43,205,110,2,1,0,3,4,52,0,"https://fbref.com/en/players/3c90a04a/Oscar-Mendez"
"737",NA,"2023 América (MG)","Série A","Matheusinho","BRA","MF,FW","24",2.5,139,3,23,53,64,9,139,8,4,50,3,37.5,96,449,148,2,4,1,6,4,99,23,"https://fbref.com/en/players/74f5a96d/Matheusinho"
"738",NA,"2023 América (MG)","Série A","Nino Paraíba","BRA","DF","37",2.2,134,2,18,61,57,0,134,5,4,80,1,20,72,471,239,4,7,0,5,3,77,19,"https://fbref.com/en/players/403ef062/Nino-Paraiba"
"739",NA,"2023 América (MG)","Série A","Washington Aguerre","URU","GK","29",2,45,40,45,0,0,0,45,0,0,NA,0,NA,17,110,85,0,0,0,0,0,6,0,"https://fbref.com/en/players/19da9ece/Washington-Aguerre"
"740",NA,"2023 América (MG)","Série A","Henrique Almeida","BRA","FW","31",1.7,49,1,1,23,25,9,49,5,4,80,1,20,21,95,40,1,0,0,5,1,26,5,"https://fbref.com/en/players/8aa2f2e3/Henrique-Almeida"
"741",NA,"2023 América (MG)","Série A","Paulinho","BRA","FW","24",1.5,69,2,7,33,33,4,69,8,5,62.5,2,25,44,347,133,4,5,3,4,4,45,12,"https://fbref.com/en/players/bc486f0e/Paulinho"
"742",NA,"2023 América (MG)","Série A","Juan Cazares","ECU","MF,FW","30",3.1,174,0,19,83,74,2,174,14,7,50,7,50,89,483,223,5,4,1,11,3,109,23,"https://fbref.com/en/players/754368cb/Juan-Cazares"
"743",NA,"2023 América (MG)","Série A","Adyson","BRA","FW,MF","17",2.7,176,0,12,61,107,10,176,13,7,53.8,4,30.8,123,898,560,17,14,5,6,9,127,42,"https://fbref.com/en/players/77f8db7c/Adyson"
"744",NA,"2023 América (MG)","Série A","Mikael","BRA","FW","23",1.7,47,0,1,18,31,11,47,10,8,80,1,10,32,274,145,7,5,4,7,2,32,9,"https://fbref.com/en/players/33502726/Mikael"
"745",NA,"2023 América (MG)","Série A","Arthur","BRA","DF","19",1,67,3,16,33,20,0,67,3,2,66.7,1,33.3,36,227,116,5,4,0,4,1,36,4,"https://fbref.com/en/players/8a958856/Arthur"
"746",NA,"2023 América (MG)","Série A","Wellington Paulista","BRA","FW","38",2.5,70,2,4,30,36,20,69,1,1,100,0,0,29,109,37,2,0,1,7,1,47,5,"https://fbref.com/en/players/f2eece5b/Wellington-Paulista"
"747",NA,"2023 América (MG)","Série A","Mateus Gonçalves Martins","BRA","MF,FW","28",0.7,40,0,3,16,23,4,40,7,2,28.6,2,28.6,29,294,150,6,4,3,2,4,26,11,"https://fbref.com/en/players/20e9c1c7/Mateus-Goncalves-Martins"
"748",NA,"2023 América (MG)","Série A","Renato Kayser","BRA","FW,MF","26",0.4,21,0,2,4,15,5,21,0,0,NA,0,NA,8,14,7,0,0,0,1,0,16,2,"https://fbref.com/en/players/c7495dda/Renato-Kayser"
"749",NA,"2023 América (MG)","Série A","Ighor Gabryel","BRA","FW","20",0.3,14,1,2,5,7,2,14,1,0,0,1,100,8,20,0,0,0,0,4,1,9,2,"https://fbref.com/en/players/7c60d824/Ighor-Gabryel"
"750",NA,"2023 América (MG)","Série A","Paulinho","BRA","DF","18",0.3,19,0,7,3,9,1,19,0,0,NA,0,NA,12,55,12,1,0,0,1,2,12,6,"https://fbref.com/en/players/47e63f35/Paulinho"
"751",NA,"2023 América (MG)","Série A","Jhow","BRA","DF","19",0.2,20,2,7,13,0,0,20,1,0,0,1,100,14,87,16,0,0,0,0,0,13,0,"https://fbref.com/en/players/d7c46873/Jhow"
"752",NA,"2023 América (MG)","Série A","Yago Souza","BRA","MF","16",0.2,7,0,0,2,5,0,7,2,1,50,1,50,7,61,12,0,1,0,0,0,7,2,"https://fbref.com/en/players/f0f2a7c9/Yago-Souza"
